nm_ema;fc_obsrvcion;tmp_mxma;tmp_mnma;hmd_rel_mdia;rdcion_slar
La Paila;2011-08-22;30.0;18.4;84.0;318.0
Bugalagrande;2011-08-23;31.5;18.5;85.0;478.0
La Paila;2011-08-23;30.3;16.6;86.0;408.0
Bugalagrande;2011-08-24;28.7;18.6;89.0;267.0
La Paila;2011-08-24;27.1;17.9;89.0;268.0
Bugalagrande;2011-08-25;31.4;17.4;80.0;421.0
La Paila;2011-08-25;30.1;16.2;82.0;447.0
Bugalagrande;2011-08-26;33.0;18.8;78.0;430.0
La Paila;2011-08-26;31.6;17.7;78.0;464.0
Bugalagrande;2011-08-27;33.3;19.0;77.0;474.0
La Paila;2011-08-27;31.9;17.6;75.0;457.0
Bugalagrande;2011-08-28;31.5;20.0;81.0;479.0
La Paila;2011-08-28;30.3;19.4;76.0;445.0
Bugalagrande;2011-08-29;32.9;19.2;78.0;512.0
La Paila;2011-08-29;31.0;18.0;77.0;440.0
Bugalagrande;2011-08-30;33.5;18.3;76.0;542.0
La Paila;2011-08-30;32.4;18.1;76.0;458.0
Bugalagrande;2011-08-31;33.7;19.2;76.0;489.0
La Paila;2011-08-31;32.8;18.1;73.0;428.0
Bugalagrande;2011-09-01;32.9;16.6;75.0;454.0
La Paila;2011-09-01;31.5;16.4;76.0;371.0
Bugalagrande;2011-09-02;31.9;16.8;76.0;513.0
La Paila;2011-09-02;30.8;16.0;75.0;440.0
Bugalagrande;2011-09-03;30.3;18.3;85.0;356.0
La Paila;2011-09-03;28.9;17.3;84.0;327.0
Bugalagrande;2011-09-04;31.3;16.7;82.0;372.0
La Paila;2011-09-04;29.6;15.9;80.0;384.0
Bugalagrande;2011-09-05;32.8;17.4;76.0;521.0
La Paila;2011-09-05;31.5;16.6;74.0;495.0
Bugalagrande;2011-09-06;31.1;17.1;77.0;355.0
La Paila;2011-09-06;30.0;16.5;77.0;326.0
Bugalagrande;2011-09-07;30.6;18.1;85.0;362.0
La Paila;2011-09-07;29.8;16.8;85.0;326.0
Bugalagrande;2011-09-08;27.4;19.1;92.0;299.0
La Paila;2011-09-08;26.8;18.6;93.0;269.0
Bugalagrande;2011-09-09;28.9;18.9;86.0;393.0
La Paila;2011-09-09;28.6;17.8;83.0;440.0
Bugalagrande;2011-09-10;31.1;17.6;83.0;514.0
La Paila;2011-09-10;30.9;16.9;80.0;478.0
Bugalagrande;2011-09-11;29.8;19.4;85.0;384.0
La Paila;2011-09-11;28.1;18.3;86.0;352.0
Bugalagrande;2011-09-12;32.5;19.0;79.0;433.0
La Paila;2011-09-12;30.8;18.2;79.0;392.0
Bugalagrande;2011-09-13;33.8;18.0;76.0;501.0
La Paila;2011-09-13;32.2;17.4;78.0;469.0
Bugalagrande;2011-09-14;33.2;17.6;82.0;481.0
La Paila;2011-09-14;31.8;16.3;81.0;476.0
Bugalagrande;2011-09-15;32.0;18.3;79.0;407.0
La Paila;2011-09-15;31.9;16.7;77.0;494.0
Bugalagrande;2011-09-16;30.5;19.3;81.0;312.0
La Paila;2011-09-16;30.0;17.7;80.0;402.0
Bugalagrande;2011-09-17;30.1;19.0;85.0;352.0
La Paila;2011-09-17;29.4;18.3;85.0;372.0
Bugalagrande;2011-09-18;27.9;19.5;90.0;280.0
La Paila;2011-09-18;26.5;18.3;91.0;292.0
Bugalagrande;2011-09-19;30.3;18.4;85.0;349.0
La Paila;2011-09-19;28.6;17.2;85.0;314.0
Bugalagrande;2011-09-20;30.7;19.2;84.0;453.0
La Paila;2011-09-20;29.2;18.2;83.0;351.0
Bugalagrande;2011-09-21;31.6;17.9;87.0;394.0
La Paila;2011-09-21;30.2;17.1;85.0;355.0
Bugalagrande;2011-09-22;32.1;18.9;88.0;462.0
La Paila;2011-09-22;31.9;18.0;83.0;405.0
Bugalagrande;2011-09-23;32.0;18.5;85.0;529.0
La Paila;2011-09-23;31.2;17.6;82.0;496.0
Bugalagrande;2011-09-24;29.5;19.8;91.0;359.0
La Paila;2011-09-24;30.1;18.7;86.0;335.0
Bugalagrande;2011-09-25;29.3;19.5;89.0;316.0
La Paila;2011-09-25;28.0;18.1;83.0;327.0
Bugalagrande;2011-09-26;31.9;19.4;83.0;457.0
La Paila;2011-09-26;31.0;17.8;80.0;404.0
Bugalagrande;2011-09-27;33.0;19.3;81.0;490.0
La Paila;2011-09-27;31.4;16.9;79.0;415.0
Bugalagrande;2011-09-28;32.2;17.8;85.0;360.0
La Paila;2011-09-28;31.5;16.5;81.0;361.0
Bugalagrande;2011-09-29;30.0;18.3;85.0;352.0
La Paila;2011-09-29;29.9;17.1;86.0;314.0
Bugalagrande;2011-09-30;31.5;18.3;83.0;451.0
La Paila;2011-09-30;29.5;16.7;85.0;396.0
Bugalagrande;2011-10-01;28.8;19.3;91.0;297.0
La Paila;2011-10-01;28.5;18.3;92.0;296.0
Bugalagrande;2011-10-02;29.3;19.0;92.0;351.0
La Paila;2011-10-02;29.0;17.8;91.0;378.0
Bugalagrande;2011-10-03;30.1;19.1;88.0;433.0
La Paila;2011-10-03;29.2;18.8;89.0;377.0
Bugalagrande;2011-10-04;28.2;18.8;93.0;373.0
La Paila;2011-10-04;26.7;17.8;91.0;326.0
Bugalagrande;2011-10-05;29.2;18.6;89.0;387.0
La Paila;2011-10-05;29.0;17.5;84.0;372.0
Bugalagrande;2011-10-06;30.7;20.1;88.0;472.0
La Paila;2011-10-06;29.4;18.8;87.0;431.0
Bugalagrande;2011-10-07;31.7;20.3;84.0;534.0
La Paila;2011-10-07;30.0;18.9;83.0;437.0
Bugalagrande;2011-10-08;26.1;19.6;94.0;221.0
La Paila;2011-10-08;24.8;18.3;93.0;185.0
Bugalagrande;2011-10-09;29.5;19.5;83.0;487.0
La Paila;2011-10-09;29.2;18.5;85.0;407.0
Bugalagrande;2011-10-10;28.7;19.3;91.0;426.0
La Paila;2011-10-10;28.9;18.0;90.0;330.0
Bugalagrande;2011-10-11;30.5;20.0;89.0;495.0
La Paila;2011-10-11;28.7;18.6;87.0;398.0
Bugalagrande;2011-10-12;29.4;19.5;84.0;464.0
La Paila;2011-10-12;27.9;18.8;83.0;395.0
Bugalagrande;2011-10-13;31.0;18.8;83.0;510.0
La Paila;2011-10-13;29.3;17.7;83.0;399.0
Bugalagrande;2011-10-14;24.3;19.3;167.0;167.0
La Paila;2011-10-14;24.7;17.9;180.0;180.0
Bugalagrande;2011-10-15;27.2;19.1;91.0;312.0
La Paila;2011-10-15;25.9;17.8;89.0;289.0
Bugalagrande;2011-10-16;26.5;18.5;95.0;322.0
La Paila;2011-10-16;24.3;17.8;93.0;246.0
Bugalagrande;2011-10-17;22.7;17.9;207.0;207.0
La Paila;2011-10-17;22.8;16.9;94.0;209.0
Bugalagrande;2011-10-18;25.6;14.9;92.0;367.0
La Paila;2011-10-18;24.1;13.9;90.0;320.0
Bugalagrande;2011-10-19;29.0;17.5;81.0;538.0
La Paila;2011-10-19;27.6;16.8;81.0;357.0
Bugalagrande;2011-10-20;29.0;17.6;80.0;385.0
La Paila;2011-10-20;27.5;16.2;80.0;279.0
Bugalagrande;2011-10-21;29.6;17.1;75.0;443.0
La Paila;2011-10-21;27.6;16.6;76.0;305.0
Bugalagrande;2011-10-22;30.4;17.5;76.0;549.0
La Paila;2011-10-22;28.6;16.3;78.0;419.0
Bugalagrande;2011-10-23;30.4;16.0;80.0;552.0
La Paila;2011-10-23;29.1;14.6;78.0;421.0
Bugalagrande;2011-10-24;28.8;18.9;89.0;400.0
La Paila;2011-10-24;27.7;18.4;88.0;349.0
Bugalagrande;2011-10-25;29.1;18.7;88.0;346.0
La Paila;2011-10-25;27.5;18.1;89.0;308.0
Bugalagrande;2011-10-26;30.1;19.4;85.0;461.0
La Paila;2011-10-26;28.8;18.1;83.0;416.0
Bugalagrande;2011-10-27;31.5;18.8;81.0;434.0
La Paila;2011-10-27;30.2;18.4;81.0;390.0
Bugalagrande;2011-10-28;26.3;19.5;219.0;219.0
La Paila;2011-10-28;26.4;18.0;95.0;167.0
Bugalagrande;2011-10-29;28.1;18.5;86.0;388.0
La Paila;2011-10-29;27.5;17.8;88.0;326.0
Bugalagrande;2011-10-30;23.4;18.7;142.0;142.0
La Paila;2011-10-30;23.6;17.6;166.0;166.0
Bugalagrande;2011-10-31;29.6;18.2;85.0;452.0
La Paila;2011-10-31;27.7;17.0;86.0;350.0
Bugalagrande;2011-11-01;30.3;17.1;82.0;484.0
La Paila;2011-11-01;29.9;15.9;83.0;369.0
Bugalagrande;2011-11-02;32.3;18.4;80.0;536.0
La Paila;2011-11-02;31.0;17.2;81.0;413.0
Bugalagrande;2011-11-03;29.1;19.4;86.0;330.0
La Paila;2011-11-03;28.1;18.8;86.0;271.0
Bugalagrande;2011-11-04;30.7;19.0;86.0;443.0
La Paila;2011-11-04;29.1;18.6;84.0;344.0
Bugalagrande;2011-11-05;32.1;18.6;82.0;503.0
La Paila;2011-11-05;30.8;17.6;83.0;373.0
Bugalagrande;2011-11-06;30.2;19.5;86.0;394.0
La Paila;2011-11-06;28.7;18.4;89.0;344.0
Bugalagrande;2011-11-07;31.7;18.5;84.0;534.0
La Paila;2011-11-07;29.5;18.5;87.0;361.0
Bugalagrande;2011-11-08;25.1;19.7;147.0;147.0
La Paila;2011-11-08;24.1;18.7;139.0;139.0
Bugalagrande;2011-11-09;28.9;19.2;89.0;471.0
La Paila;2011-11-09;27.9;17.8;87.0;309.0
Bugalagrande;2011-11-10;29.7;19.0;88.0;466.0
La Paila;2011-11-10;28.1;18.0;89.0;328.0
Bugalagrande;2011-11-11;29.3;18.7;92.0;373.0
La Paila;2011-11-11;27.3;17.6;90.0;283.0
Bugalagrande;2011-11-12;25.7;18.7;95.0;230.0
La Paila;2011-11-12;24.7;17.6;93.0;167.0
Bugalagrande;2011-11-13;27.2;18.4;91.0;330.0
La Paila;2011-11-13;25.6;17.3;91.0;247.0
Bugalagrande;2011-11-14;31.1;18.0;83.0;505.0
La Paila;2011-11-14;29.5;16.8;82.0;417.0
Bugalagrande;2011-11-15;30.8;19.7;82.0;516.0
La Paila;2011-11-15;29.3;18.6;82.0;379.0
Bugalagrande;2011-11-16;29.1;18.3;91.0;386.0
La Paila;2011-11-16;27.8;17.6;88.0;321.0
Bugalagrande;2011-11-17;29.4;19.7;85.0;454.0
La Paila;2011-11-17;28.2;18.2;84.0;368.0
Bugalagrande;2011-11-18;29.2;19.1;86.0;387.0
La Paila;2011-11-18;27.7;18.0;87.0;305.0
Bugalagrande;2011-11-19;32.8;17.8;84.0;508.0
La Paila;2011-11-19;28.0;17.2;84.0;401.0
Bugalagrande;2011-11-20;29.0;18.9;89.0;407.0
La Paila;2011-11-20;27.5;17.7;88.0;331.0
Bugalagrande;2011-11-21;30.3;17.8;87.0;466.0
La Paila;2011-11-21;28.2;16.5;86.0;387.0
Bugalagrande;2011-11-22;28.8;18.8;88.0;378.0
La Paila;2011-11-22;27.3;17.7;85.0;354.0
Bugalagrande;2011-11-23;30.4;18.2;83.0;493.0
La Paila;2011-11-23;29.1;16.8;83.0;389.0
Bugalagrande;2011-11-24;26.3;18.2;92.0;288.0
La Paila;2011-11-24;26.5;16.9;90.0;252.0
Bugalagrande;2011-11-25;30.4;16.2;82.0;511.0
La Paila;2011-11-25;30.1;15.5;83.0;400.0
Bugalagrande;2011-11-26;30.7;18.6;84.0;530.0
La Paila;2011-11-26;29.5;17.4;83.0;346.0
Bugalagrande;2011-11-27;29.0;19.2;88.0;379.0
La Paila;2011-11-27;28.4;17.9;88.0;336.0
Bugalagrande;2011-11-28;27.4;18.2;88.0;319.0
La Paila;2011-11-28;28.1;17.2;86.0;317.0
Bugalagrande;2011-11-29;26.5;19.1;94.0;260.0
La Paila;2011-11-29;25.7;18.4;91.0;247.0
Bugalagrande;2011-11-30;29.7;19.3;86.0;470.0
La Paila;2011-11-30;28.1;17.8;85.0;386.0
Bugalagrande;2011-12-01;29.6;18.8;89.0;404.0
La Paila;2011-12-01;27.9;17.9;88.0;323.0
Bugalagrande;2011-12-02;28.7;18.3;90.0;340.0
La Paila;2011-12-02;27.5;17.4;89.0;279.0
Bugalagrande;2011-12-03;29.1;19.4;89.0;395.0
La Paila;2011-12-03;27.0;18.1;88.0;235.0
Bugalagrande;2011-12-04;29.1;19.4;88.0;382.0
La Paila;2011-12-04;29.2;17.4;88.0;354.0
Bugalagrande;2011-12-05;28.9;19.4;88.0;460.0
La Paila;2011-12-05;27.5;18.6;86.0;310.0
Bugalagrande;2011-12-06;28.3;19.2;92.0;325.0
La Paila;2011-12-06;27.7;18.4;87.0;337.0
Bugalagrande;2011-12-07;28.4;19.2;94.0;263.0
La Paila;2011-12-07;27.4;18.0;93.0;202.0
Bugalagrande;2011-12-08;27.9;19.2;91.0;279.0
La Paila;2011-12-08;27.3;18.1;91.0;247.0
Bugalagrande;2011-12-09;30.7;19.0;86.0;412.0
La Paila;2011-12-09;29.1;17.9;85.0;289.0
Bugalagrande;2011-12-10;30.7;19.7;86.0;361.0
La Paila;2011-12-10;29.2;18.4;84.0;366.0
Bugalagrande;2011-12-11;30.8;19.7;88.0;356.0
La Paila;2011-12-11;29.1;18.8;86.0;260.0
Bugalagrande;2011-12-12;28.1;19.7;91.0;380.0
La Paila;2011-12-12;26.8;18.7;93.0;197.0
Bugalagrande;2011-12-13;28.7;19.2;91.0;411.0
La Paila;2011-12-13;27.3;18.4;91.0;196.0
Bugalagrande;2011-12-14;27.6;19.4;92.0;353.0
La Paila;2011-12-14;27.2;18.4;94.0;247.0
Bugalagrande;2011-12-15;27.5;19.8;94.0;310.0
La Paila;2011-12-15;25.5;18.4;94.0;202.0
Bugalagrande;2011-12-16;26.1;19.4;249.0;249.0
La Paila;2011-12-16;24.8;18.0;165.0;165.0
Bugalagrande;2011-12-17;30.0;19.1;88.0;468.0
La Paila;2011-12-17;28.3;18.1;86.0;342.0
Bugalagrande;2011-12-18;29.4;20.1;90.0;379.0
La Paila;2011-12-18;28.1;18.6;87.0;325.0
Bugalagrande;2011-12-19;28.0;19.6;95.0;296.0
La Paila;2011-12-19;26.9;18.5;93.0;257.0
Bugalagrande;2011-12-20;30.1;20.1;87.0;455.0
La Paila;2011-12-20;29.4;17.3;86.0;314.0
Bugalagrande;2011-12-21;30.8;19.0;86.0;353.0
La Paila;2011-12-21;29.4;17.2;84.0;299.0
Bugalagrande;2011-12-22;31.9;18.9;84.0;447.0
La Paila;2011-12-22;30.7;17.3;83.0;336.0
Bugalagrande;2011-12-23;32.4;18.2;82.0;459.0
La Paila;2011-12-23;31.1;17.6;81.0;349.0
Bugalagrande;2011-12-24;30.9;19.3;87.0;427.0
La Paila;2011-12-24;30.2;19.2;85.0;292.0
Bugalagrande;2011-12-25;31.7;20.3;83.0;437.0
La Paila;2011-12-25;31.1;18.4;82.0;346.0
Bugalagrande;2011-12-26;30.7;19.8;83.0;331.0
La Paila;2011-12-26;29.5;18.8;84.0;303.0
Bugalagrande;2011-12-27;31.3;19.6;83.0;288.0
La Paila;2011-12-27;30.2;18.4;80.0;307.0
Bugalagrande;2011-12-28;31.3;19.9;85.0;290.0
La Paila;2011-12-28;29.2;18.6;83.0;237.0
Bugalagrande;2011-12-29;31.8;19.3;82.0;379.0
La Paila;2011-12-29;30.4;18.1;80.0;338.0
Bugalagrande;2011-12-30;30.2;20.8;89.0;289.0
La Paila;2011-12-30;29.3;19.2;89.0;234.0
Bugalagrande;2011-12-31;32.0;19.0;83.0;333.0
La Paila;2011-12-31;30.4;19.0;81.0;310.0
Bugalagrande;2012-01-01;33.3;18.9;82.0;428.0
La Paila;2012-01-01;30.1;17.5;80.0;305.0
Bugalagrande;2012-01-02;25.5;18.7;95.0;95.0
La Paila;2012-01-02;24.8;17.7;93.0;102.0
Bugalagrande;2012-01-03;30.6;18.6;86.0;337.0
La Paila;2012-01-03;29.8;18.0;87.0;269.0
Bugalagrande;2012-01-04;29.1;19.3;90.0;321.0
La Paila;2012-01-04;28.4;18.0;88.0;264.0
Bugalagrande;2012-01-05;28.6;19.9;90.0;265.0
La Paila;2012-01-05;27.5;18.4;89.0;246.0
Bugalagrande;2012-01-06;29.4;19.1;90.0;421.0
La Paila;2012-01-06;28.1;18.1;88.0;336.0
Bugalagrande;2012-01-07;30.9;19.7;87.0;367.0
La Paila;2012-01-07;29.1;18.1;88.0;308.0
Bugalagrande;2012-01-08;29.5;20.3;88.0;358.0
La Paila;2012-01-08;28.7;18.9;86.0;293.0
Bugalagrande;2012-01-09;31.8;19.8;82.0;450.0
La Paila;2012-01-09;30.1;19.5;81.0;334.0
Bugalagrande;2012-01-10;32.0;20.0;83.0;386.0
La Paila;2012-01-10;30.7;19.5;81.0;340.0
Bugalagrande;2012-01-11;31.0;19.7;85.0;464.0
La Paila;2012-01-11;30.0;18.4;83.0;356.0
Bugalagrande;2012-01-12;30.7;19.1;85.0;415.0
La Paila;2012-01-12;29.4;18.2;84.0;302.0
Bugalagrande;2012-01-13;30.0;19.8;85.0;381.0
La Paila;2012-01-13;28.8;18.8;85.0;263.0
Bugalagrande;2012-01-14;31.0;19.2;84.0;363.0
La Paila;2012-01-14;29.7;18.4;83.0;266.0
Bugalagrande;2012-01-15;30.6;19.1;85.0;353.0
La Paila;2012-01-15;29.5;18.2;82.0;283.0
Bugalagrande;2012-01-16;30.5;18.1;85.0;424.0
La Paila;2012-01-16;28.8;17.2;81.0;272.0
Bugalagrande;2012-01-17;30.8;18.7;86.0;404.0
La Paila;2012-01-17;29.8;17.7;89.0;269.0
Bugalagrande;2012-01-18;29.5;18.2;86.0;467.0
La Paila;2012-01-18;27.7;17.3;85.0;309.0
Bugalagrande;2012-01-19;29.3;19.5;87.0;388.0
La Paila;2012-01-19;26.9;18.5;88.0;227.0
Bugalagrande;2012-01-20;30.8;19.2;85.0;416.0
La Paila;2012-01-20;29.2;18.2;83.0;314.0
Bugalagrande;2012-01-21;28.9;19.4;91.0;370.0
La Paila;2012-01-21;26.9;18.5;90.0;225.0
Bugalagrande;2012-01-22;28.8;18.4;92.0;306.0
La Paila;2012-01-22;28.2;17.8;90.0;272.0
Bugalagrande;2012-01-23;30.0;19.3;90.0;419.0
La Paila;2012-01-23;28.6;18.4;91.0;286.0
Bugalagrande;2012-01-24;25.3;18.7;178.0;178.0
La Paila;2012-01-24;24.9;17.7;93.0;189.0
Bugalagrande;2012-01-25;29.2;18.4;87.0;481.0
La Paila;2012-01-25;28.3;17.6;85.0;336.0
Bugalagrande;2012-01-26;30.4;18.6;83.0;468.0
La Paila;2012-01-26;29.5;17.6;81.0;346.0
Bugalagrande;2012-01-27;29.5;19.3;87.0;331.0
La Paila;2012-01-27;28.1;18.6;84.0;275.0
Bugalagrande;2012-01-28;31.4;17.6;80.0;519.0
La Paila;2012-01-28;30.3;17.1;80.0;370.0
Bugalagrande;2012-01-29;31.0;19.4;87.0;368.0
La Paila;2012-01-29;30.0;18.3;86.0;321.0
Bugalagrande;2012-01-30;29.3;19.7;83.0;455.0
La Paila;2012-01-30;28.4;19.0;83.0;309.0
Bugalagrande;2012-01-31;30.1;20.2;86.0;365.0
La Paila;2012-01-31;29.4;18.8;85.0;280.0
Bugalagrande;2012-02-01;31.3;19.8;82.0;444.0
La Paila;2012-02-01;28.9;17.8;80.0;304.0
Bugalagrande;2012-02-02;30.6;18.1;83.0;423.0
La Paila;2012-02-02;29.8;17.9;84.0;341.0
Bugalagrande;2012-02-03;30.7;19.2;81.0;435.0
La Paila;2012-02-03;29.3;19.2;82.0;326.0
Bugalagrande;2012-02-04;31.7;19.1;81.0;392.0
La Paila;2012-02-04;30.6;18.6;84.0;335.0
Bugalagrande;2012-02-05;29.8;19.6;85.0;361.0
La Paila;2012-02-05;28.5;18.5;83.0;248.0
Bugalagrande;2012-02-06;26.7;19.5;94.0;237.0
La Paila;2012-02-06;26.6;18.6;92.0;214.0
Bugalagrande;2012-02-07;31.1;18.4;82.0;448.0
La Paila;2012-02-07;30.1;18.2;82.0;393.0
Bugalagrande;2012-02-08;27.6;19.0;95.0;195.0
La Paila;2012-02-08;26.0;18.7;94.0;169.0
Bugalagrande;2012-02-09;30.6;18.1;84.0;458.0
La Paila;2012-02-09;29.1;17.9;83.0;350.0
Bugalagrande;2012-02-10;30.2;19.2;87.0;354.0
La Paila;2012-02-10;28.9;19.0;89.0;265.0
Bugalagrande;2012-02-11;29.2;19.5;91.0;331.0
La Paila;2012-02-11;28.6;18.9;87.0;307.0
Bugalagrande;2012-02-12;31.2;19.5;87.0;400.0
La Paila;2012-02-12;29.0;18.4;83.0;298.0
Bugalagrande;2012-02-13;31.0;19.1;82.0;489.0
La Paila;2012-02-13;29.8;18.2;79.0;400.0
Bugalagrande;2012-02-14;31.2;18.5;79.0;521.0
La Paila;2012-02-14;30.4;17.6;78.0;376.0
Bugalagrande;2012-02-15;31.2;18.3;81.0;555.0
La Paila;2012-02-15;30.1;18.1;78.0;346.0
Bugalagrande;2012-02-16;31.9;17.5;76.0;573.0
La Paila;2012-02-16;30.2;16.9;76.0;396.0
Bugalagrande;2012-02-17;30.9;18.7;82.0;510.0
La Paila;2012-02-17;29.6;17.8;83.0;354.0
Bugalagrande;2012-02-18;30.9;18.1;83.0;540.0
La Paila;2012-02-18;29.7;17.6;80.0;377.0
Bugalagrande;2012-02-19;30.0;18.5;87.0;435.0
La Paila;2012-02-19;29.8;18.0;82.0;363.0
Bugalagrande;2012-02-20;30.6;17.5;81.0;493.0
La Paila;2012-02-20;29.6;16.7;79.0;348.0
Bugalagrande;2012-02-21;31.6;17.2;80.0;553.0
La Paila;2012-02-21;30.7;15.9;77.0;419.0
Bugalagrande;2012-02-22;27.6;17.8;85.0;307.0
La Paila;2012-02-22;27.5;16.6;81.0;237.0
Bugalagrande;2012-02-23;31.2;16.9;81.0;488.0
La Paila;2012-02-23;30.1;16.5;79.0;314.0
Bugalagrande;2012-02-24;30.8;18.9;80.0;369.0
La Paila;2012-02-24;30.2;17.9;78.0;299.0
Bugalagrande;2012-02-25;28.3;19.6;85.0;295.0
La Paila;2012-02-25;27.7;18.6;87.0;243.0
Bugalagrande;2012-02-26;30.4;19.5;85.0;366.0
La Paila;2012-02-26;29.0;17.6;86.0;347.0
Bugalagrande;2012-02-27;31.2;19.6;85.0;409.0
La Paila;2012-02-27;29.7;18.6;86.0;348.0
Bugalagrande;2012-02-28;30.2;18.4;89.0;352.0
La Paila;2012-02-28;28.7;18.8;90.0;230.0
Bugalagrande;2012-02-29;30.8;18.4;83.0;568.0
La Paila;2012-02-29;29.6;17.5;86.0;398.0
Bugalagrande;2012-03-01;31.1;18.1;82.0;527.0
La Paila;2012-03-01;29.2;16.7;84.0;384.0
Bugalagrande;2012-03-02;33.0;17.4;80.0;527.0
La Paila;2012-03-02;31.7;16.7;80.0;400.0
Bugalagrande;2012-03-03;30.0;18.9;83.0;366.0
La Paila;2012-03-03;29.5;18.8;82.0;304.0
Bugalagrande;2012-03-04;32.4;20.1;85.0;451.0
La Paila;2012-03-04;30.8;19.0;86.0;339.0
Bugalagrande;2012-03-05;31.3;18.8;84.0;543.0
La Paila;2012-03-05;29.8;18.3;83.0;406.0
Bugalagrande;2012-03-06;29.8;18.7;90.0;374.0
La Paila;2012-03-06;28.5;17.9;86.0;263.0
Bugalagrande;2012-03-07;31.3;17.3;82.0;525.0
La Paila;2012-03-07;30.8;15.7;82.0;377.0
Bugalagrande;2012-03-08;31.8;19.2;81.0;410.0
La Paila;2012-03-08;30.1;18.4;81.0;332.0
Bugalagrande;2012-03-09;30.9;20.1;91.0;297.0
La Paila;2012-03-09;29.5;19.3;88.0;224.0
Bugalagrande;2012-03-10;26.4;18.6;90.0;293.0
La Paila;2012-03-10;25.6;17.9;90.0;217.0
Bugalagrande;2012-03-11;31.6;18.9;84.0;445.0
La Paila;2012-03-11;30.7;17.9;81.0;363.0
Bugalagrande;2012-03-12;31.8;18.5;84.0;392.0
La Paila;2012-03-12;30.4;17.6;80.0;321.0
Bugalagrande;2012-03-13;30.8;18.3;85.0;503.0
La Paila;2012-03-13;29.7;17.5;84.0;354.0
Bugalagrande;2012-03-14;28.7;19.2;91.0;267.0
La Paila;2012-03-14;27.8;18.0;87.0;221.0
Bugalagrande;2012-03-15;33.3;18.1;81.0;499.0
La Paila;2012-03-15;31.8;16.6;80.0;383.0
Bugalagrande;2012-03-16;28.9;19.8;88.0;273.0
La Paila;2012-03-16;28.8;18.8;84.0;215.0
Bugalagrande;2012-03-17;30.7;19.4;84.0;408.0
La Paila;2012-03-17;29.5;18.4;80.0;327.0
Bugalagrande;2012-03-18;30.9;19.6;86.0;427.0
La Paila;2012-03-18;30.0;19.0;82.0;330.0
Bugalagrande;2012-03-19;24.1;18.6;124.0;124.0
La Paila;2012-03-19;23.2;17.7;95.0;104.0
Bugalagrande;2012-03-20;29.5;17.4;90.0;355.0
La Paila;2012-03-20;28.2;16.5;85.0;243.0
Bugalagrande;2012-03-21;29.8;19.4;89.0;437.0
La Paila;2012-03-21;29.6;18.6;88.0;377.0
Bugalagrande;2012-03-22;26.1;18.9;95.0;250.0
La Paila;2012-03-22;24.7;18.0;94.0;185.0
Bugalagrande;2012-03-23;29.8;18.9;86.0;443.0
La Paila;2012-03-23;28.6;17.7;85.0;323.0
Bugalagrande;2012-03-24;26.9;17.9;92.0;361.0
La Paila;2012-03-24;25.7;17.2;91.0;273.0
Bugalagrande;2012-03-25;30.2;19.2;86.0;419.0
La Paila;2012-03-25;29.0;18.0;83.0;361.0
Bugalagrande;2012-03-26;24.6;19.9;155.0;155.0
La Paila;2012-03-26;24.4;18.8;95.0;151.0
Bugalagrande;2012-03-27;30.5;18.0;83.0;493.0
La Paila;2012-03-27;29.5;17.1;83.0;391.0
Bugalagrande;2012-03-28;29.1;19.6;86.0;353.0
La Paila;2012-03-28;28.6;18.4;85.0;281.0
Bugalagrande;2012-03-29;32.4;18.4;82.0;516.0
La Paila;2012-03-29;31.0;18.0;81.0;380.0
Bugalagrande;2012-03-30;31.6;20.7;84.0;444.0
La Paila;2012-03-30;30.9;20.0;82.0;340.6
Bugalagrande;2012-03-31;32.6;20.6;81.0;451.0
La Paila;2012-03-31;31.9;19.4;78.0;412.7
Bugalagrande;2012-04-01;31.4;20.0;85.0;382.0
La Paila;2012-04-01;30.3;19.5;84.0;308.8
Bugalagrande;2012-04-02;32.6;19.8;80.0;507.0
La Paila;2012-04-02;31.5;19.8;82.0;404.3
Bugalagrande;2012-04-03;31.9;19.5;85.0;441.0
La Paila;2012-04-03;31.3;18.2;88.0;350.2
Bugalagrande;2012-04-04;28.9;18.6;87.0;291.0
La Paila;2012-04-04;26.9;18.2;89.0;254.8
Bugalagrande;2012-04-05;29.9;19.3;86.0;393.0
La Paila;2012-04-05;28.9;18.2;87.0;281.0
Bugalagrande;2012-04-06;30.7;19.0;87.0;417.0
La Paila;2012-04-06;28.7;17.6;86.0;375.2
Bugalagrande;2012-04-07;25.1;18.7;92.0;243.0
La Paila;2012-04-07;23.4;17.8;93.0;216.3
Bugalagrande;2012-04-08;26.6;18.2;90.0;277.0
La Paila;2012-04-08;26.1;17.6;92.0;214.8
Bugalagrande;2012-04-09;29.8;18.7;87.0;412.0
La Paila;2012-04-09;28.5;18.0;86.0;413.1
Bugalagrande;2012-04-10;28.0;19.1;92.0;291.0
La Paila;2012-04-10;27.4;18.9;90.0;264.8
Bugalagrande;2012-04-11;30.5;18.9;88.0;448.0
La Paila;2012-04-11;29.4;17.9;81.0;398.2
Bugalagrande;2012-04-12;25.9;19.0;93.0;263.0
La Paila;2012-04-12;24.5;17.4;93.0;213.1
Bugalagrande;2012-04-13;30.2;16.9;86.0;485.0
La Paila;2012-04-13;28.5;17.0;85.0;364.2
Bugalagrande;2012-04-14;30.0;18.6;89.0;363.0
