HACIENDA;PLUV;Fecha;Precipitaci?n (mm);;;
Peralonso Los Chivos;405;10/06/2024;0;;;
Normandia;406;10/06/2024;0;;;
Normandia - Duran;407;10/06/2024;0;;;
Normandia;408;10/06/2024;0;;;
Normandia - Estacion Drenaje;409;10/06/2024;0;;;
Morillo ;502;10/06/2024;0;;;
La Luisa 2;207;11/06/2024;0;;;
La Luisa 2;208;11/06/2024;0;;;
La Luisa 2;209;11/06/2024;0;;;
La Luisa 2;210;11/06/2024;0;;;
Zambrano;213;11/06/2024;0;;;
San Carlos;700;11/06/2024;0;;;
La Luisa 1;211;11/06/2024;0;;;
La Luisa 1;212;11/06/2024;0;;;
Lagunas ;214;11/06/2024;0;;;
Lagunas ;215;11/06/2024;0;;;
Paila Arriba;303;11/06/2024;0;;;
Riopaila La Ranchera;304;11/06/2024;0;;;
Riopaila La Pista;305;11/06/2024;0;;;
Riopaila Agricola;417;11/06/2024;0;;;
Mangos;701;11/06/2024;0;;;
Pluviometro Riopaila Agricola ;306;11/06/2024;0;;;
Venecia 1;401;11/06/2024;0;;;
Venecia 2;402;11/06/2024;0;;;
Tequendama ;412;11/06/2024;0;;;
Ukrania Venecia;414;11/06/2024;0;;;
Gertrudis ;503;11/06/2024;0;;;
Gertrudis - Porteria La Gertrudis;504;11/06/2024;0;;;
San Nicolas;505;11/06/2024;0;;;
San Nicolas;506;11/06/2024;0;;;
Valparaiso ;307;11/06/2024;0;;;
Valparaiso ;308;11/06/2024;0;;;
Ukrania Morillo;501;11/06/2024;0;;;
Peralonso El Mateo;403;11/06/2024;0;;;
Peralonso ;404;11/06/2024;0;;;
1/2 Luna Caseta Caida ;411;11/06/2024;0;;;
Peralonso Los Chivos;405;11/06/2024;0;;;
Normandia;406;11/06/2024;0;;;
Normandia - Duran;407;11/06/2024;0;;;
Normandia;408;11/06/2024;0;;;
Normandia - Estacion Drenaje;409;11/06/2024;0;;;
Morillo ;502;11/06/2024;0;;;
La Luisa 2;207;12/06/2024;0;;;
La Luisa 2;208;12/06/2024;0;;;
La Luisa 2;209;12/06/2024;0;;;
La Luisa 2;210;12/06/2024;0;;;
Zambrano;213;12/06/2024;0;;;
San Carlos;700;12/06/2024;0;;;
La Luisa 1;211;12/06/2024;0;;;
La Luisa 1;212;12/06/2024;0;;;
Lagunas ;214;12/06/2024;0;;;
Lagunas ;215;12/06/2024;0;;;
Paila Arriba;303;12/06/2024;0;;;
Riopaila La Ranchera;304;12/06/2024;0;;;
Riopaila La Pista;305;12/06/2024;0;;;
Riopaila Agricola;417;12/06/2024;0;;;
Mangos;701;12/06/2024;0;;;
Pluviometro Riopaila Agricola ;306;12/06/2024;0;;;
Venecia 1;401;12/06/2024;0;;;
Venecia 2;402;12/06/2024;0;;;
Tequendama ;412;12/06/2024;0;;;
Ukrania Venecia;414;12/06/2024;0;;;
Gertrudis ;503;12/06/2024;0;;;
Gertrudis - Porteria La Gertrudis;504;12/06/2024;0;;;
San Nicolas;505;12/06/2024;0;;;
San Nicolas;506;12/06/2024;0;;;
Valparaiso ;307;12/06/2024;0;;;
Valparaiso ;308;12/06/2024;0;;;
Ukrania Morillo;501;12/06/2024;0;;;
Peralonso El Mateo;403;12/06/2024;0;;;
Peralonso ;404;12/06/2024;0;;;
1/2 Luna Caseta Caida ;411;12/06/2024;0;;;
Peralonso Los Chivos;405;12/06/2024;0;;;
Normandia;406;12/06/2024;0;;;
Normandia - Duran;407;12/06/2024;0;;;
Normandia;408;12/06/2024;0;;;
Normandia - Estacion Drenaje;409;12/06/2024;0;;;
Morillo ;502;12/06/2024;0;;;
La Luisa 2;207;13/06/2024;25;;;
La Luisa 2;208;13/06/2024;16;;;
La Luisa 2;209;13/06/2024;23;;;
La Luisa 2;210;13/06/2024;28;;;
Zambrano;213;13/06/2024;15;;;
San Carlos;700;13/06/2024;26;;;
La Luisa 1;211;13/06/2024;20;;;
La Luisa 1;212;13/06/2024;44;;;
Lagunas ;214;13/06/2024;22;;;
Lagunas ;215;13/06/2024;21;;;
Paila Arriba;303;13/06/2024;11;;;
Riopaila La Ranchera;304;13/06/2024;25;;;
Riopaila La Pista;305;13/06/2024;43;;;
Riopaila Agricola;417;13/06/2024;27;;;
Mangos;701;13/06/2024;10;;;
Pluviometro Riopaila Agricola ;306;13/06/2024;0;;;
Venecia 1;401;13/06/2024;28;;;
Venecia 2;402;13/06/2024;40;;;
Tequendama ;412;13/06/2024;10;;;
Ukrania Venecia;414;13/06/2024;15;;;
Gertrudis ;503;13/06/2024;2;;;
Gertrudis - Porteria La Gertrudis;504;13/06/2024;3;;;
San Nicolas;505;13/06/2024;2;;;
San Nicolas;506;13/06/2024;2;;;
Valparaiso ;307;13/06/2024;4;;;
Valparaiso ;308;13/06/2024;5;;;
Ukrania Morillo;501;13/06/2024;5;;;
Peralonso El Mateo;403;13/06/2024;15;;;
Peralonso ;404;13/06/2024;48;;;
1/2 Luna Caseta Caida ;411;13/06/2024;36;;;
Peralonso Los Chivos;405;13/06/2024;40;;;
Normandia;406;13/06/2024;6;;;
Normandia - Duran;407;13/06/2024;3;;;
Normandia;408;13/06/2024;33;;;
Normandia - Estacion Drenaje;409;13/06/2024;25;;;
Morillo ;502;13/06/2024;2;;;
La Luisa 2;207;14/06/2024;34;;;
La Luisa 2;208;14/06/2024;32;;;
La Luisa 2;209;14/06/2024;28;;;
La Luisa 2;210;14/06/2024;36;;;
Zambrano;213;14/06/2024;21;;;
San Carlos;700;14/06/2024;30;;;
La Luisa 1;211;14/06/2024;30;;;
La Luisa 1;212;14/06/2024;36;;;
Lagunas ;214;14/06/2024;30;;;
Lagunas ;215;14/06/2024;23;;;
Paila Arriba;303;14/06/2024;28;;;
Riopaila La Ranchera;304;14/06/2024;40;;;
Riopaila La Pista;305;14/06/2024;23;;;
Riopaila Agricola;417;14/06/2024;28;;;
Mangos;701;14/06/2024;28;;;
Pluviometro Riopaila Agricola ;306;14/06/2024;24;;;
Venecia 1;401;14/06/2024;32;;;
Venecia 2;402;14/06/2024;33;;;
Tequendama ;412;14/06/2024;65;;;
Ukrania Venecia;414;14/06/2024;11;;;
Gertrudis ;503;14/06/2024;22;;;
Gertrudis - Porteria La Gertrudis;504;14/06/2024;8;;;
San Nicolas;505;14/06/2024;20;;;
San Nicolas;506;14/06/2024;40;;;
Valparaiso ;307;14/06/2024;15;;;
Valparaiso ;308;14/06/2024;17;;;
Ukrania Morillo;501;14/06/2024;29;;;
Peralonso El Mateo;403;14/06/2024;37;;;
Peralonso ;404;14/06/2024;36;;;
1/2 Luna Caseta Caida ;411;14/06/2024;22;;;
Peralonso Los Chivos;405;14/06/2024;30;;;
Normandia;406;14/06/2024;31;;;
Normandia - Duran;407;14/06/2024;39;;;
Normandia;408;14/06/2024;50;;;
Normandia - Estacion Drenaje;409;14/06/2024;42;;;
Morillo ;502;14/06/2024;22;;;
La Luisa 2;207;15/06/2024;9;;;
La Luisa 2;208;15/06/2024;12;;;
La Luisa 2;209;15/06/2024;8;;;
La Luisa 2;210;15/06/2024;8;;;
Zambrano;213;15/06/2024;10;;;
San Carlos;700;15/06/2024;12;;;
La Luisa 1;211;15/06/2024;11;;;
La Luisa 1;212;15/06/2024;12;;;
Lagunas ;214;15/06/2024;12;;;
Lagunas ;215;15/06/2024;12;;;
Paila Arriba;303;15/06/2024;15;;;
Riopaila La Ranchera;304;15/06/2024;22;;;
Riopaila La Pista;305;15/06/2024;17;;;
Riopaila Agricola;417;15/06/2024;17;;;
Mangos;701;15/06/2024;18;;;
Pluviometro Riopaila Agricola ;306;15/06/2024;0;;;
Venecia 1;401;15/06/2024;17;;;
Venecia 2;402;15/06/2024;11;;;
Tequendama ;412;15/06/2024;12;;;
Ukrania Venecia;414;15/06/2024;12;;;
Gertrudis ;503;15/06/2024;8;;;
Gertrudis - Porteria La Gertrudis;504;15/06/2024;9;;;
San Nicolas;505;15/06/2024;9;;;
San Nicolas;506;15/06/2024;10;;;
Valparaiso ;307;15/06/2024;9;;;
Valparaiso ;308;15/06/2024;14;;;
Ukrania Morillo;501;15/06/2024;16;;;
Peralonso El Mateo;403;15/06/2024;20;;;
Peralonso ;404;15/06/2024;15;;;
1/2 Luna Caseta Caida ;411;15/06/2024;14;;;
Peralonso Los Chivos;405;15/06/2024;12;;;
Normandia;406;15/06/2024;6;;;
Normandia - Duran;407;15/06/2024;9;;;
Normandia;408;15/06/2024;7;;;
Normandia - Estacion Drenaje;409;15/06/2024;9;;;
Morillo ;502;15/06/2024;9;;;
La Luisa 2;207;16/06/2024;8;;;
La Luisa 2;208;16/06/2024;3;;;
La Luisa 2;209;16/06/2024;8;;;
La Luisa 2;210;16/06/2024;10;;;
Zambrano;213;16/06/2024;5;;;
San Carlos;700;16/06/2024;9;;;
La Luisa 1;211;16/06/2024;4;;;
La Luisa 1;212;16/06/2024;3;;;
Lagunas ;214;16/06/2024;4;;;
Lagunas ;215;16/06/2024;4;;;
Paila Arriba;303;16/06/2024;3;;;
Riopaila La Ranchera;304;16/06/2024;8;;;
Riopaila La Pista;305;16/06/2024;6;;;
Riopaila Agricola;417;16/06/2024;7;;;
Mangos;701;16/06/2024;0;;;
Pluviometro Riopaila Agricola ;306;16/06/2024;14;;;
Venecia 1;401;16/06/2024;0;;;
Venecia 2;402;16/06/2024;0;;;
Tequendama ;412;16/06/2024;0;;;
Ukrania Venecia;414;16/06/2024;0;;;
Gertrudis ;503;16/06/2024;2;;;
Gertrudis - Porteria La Gertrudis;504;16/06/2024;0;;;
San Nicolas;505;16/06/2024;4;;;
San Nicolas;506;16/06/2024;3;;;
Valparaiso ;307;16/06/2024;3;;;
Valparaiso ;308;16/06/2024;3;;;
Ukrania Morillo;501;16/06/2024;4;;;
Peralonso El Mateo;403;16/06/2024;0;;;
Peralonso ;404;16/06/2024;7;;;
1/2 Luna Caseta Caida ;411;16/06/2024;0;;;
Peralonso Los Chivos;405;16/06/2024;5;;;
Normandia;406;16/06/2024;3;;;
Normandia - Duran;407;16/06/2024;4;;;
Normandia;408;16/06/2024;3;;;
Normandia - Estacion Drenaje;409;16/06/2024;5;;;
Morillo ;502;16/06/2024;3;;;
La Luisa 2;207;17/06/2024;0;;;
La Luisa 2;208;17/06/2024;0;;;
La Luisa 2;209;17/06/2024;0;;;
La Luisa 2;210;17/06/2024;0;;;
Zambrano;213;17/06/2024;0;;;
San Carlos;700;17/06/2024;0;;;
La Luisa 1;211;17/06/2024;0;;;
La Luisa 1;212;17/06/2024;0;;;
Lagunas ;214;17/06/2024;0;;;
Lagunas ;215;17/06/2024;0;;;
Paila Arriba;303;17/06/2024;1;;;
Riopaila La Ranchera;304;17/06/2024;0;;;
Riopaila La Pista;305;17/06/2024;0;;;
Riopaila Agricola;417;17/06/2024;0;;;
Mangos;701;17/06/2024;3;;;
Pluviometro Riopaila Agricola ;306;17/06/2024;0;;;
Venecia 1;401;17/06/2024;0;;;
Venecia 2;402;17/06/2024;0;;;
Tequendama ;412;17/06/2024;0;;;
Ukrania Venecia;414;17/06/2024;0;;;
Gertrudis ;503;17/06/2024;2;;;
Gertrudis - Porteria La Gertrudis;504;17/06/2024;2;;;
San Nicolas;505;17/06/2024;0;;;
San Nicolas;506;17/06/2024;0;;;
Valparaiso ;307;17/06/2024;0;;;
Valparaiso ;308;17/06/2024;0;;;
Ukrania Morillo;501;17/06/2024;0;;;
Peralonso El Mateo;403;17/06/2024;0;;;
Peralonso ;404;17/06/2024;0;;;
1/2 Luna Caseta Caida ;411;17/06/2024;0;;;
Peralonso Los Chivos;405;17/06/2024;0;;;
Normandia;406;17/06/2024;0;;;
Normandia - Duran;407;17/06/2024;0;;;
Normandia;408;17/06/2024;0;;;
Normandia - Estacion Drenaje;409;17/06/2024;0;;;
Morillo ;502;17/06/2024;0;;;
La Luisa 2;207;18/06/2024;0;;;
La Luisa 2;208;18/06/2024;0;;;
La Luisa 2;209;18/06/2024;0;;;
La Luisa 2;210;18/06/2024;0;;;
Zambrano;213;18/06/2024;0;;;
San Carlos;700;18/06/2024;0;;;
La Luisa 1;211;18/06/2024;0;;;
La Luisa 1;212;18/06/2024;0;;;
Lagunas ;214;18/06/2024;0;;;
Lagunas ;215;18/06/2024;0;;;
Paila Arriba;303;18/06/2024;0;;;
Riopaila La Ranchera;304;18/06/2024;0;;;
Riopaila La Pista;305;18/06/2024;0;;;
Riopaila Agricola;417;18/06/2024;0;;;
Mangos;701;18/06/2024;0;;;
Pluviometro Riopaila Agricola ;306;18/06/2024;0;;;
Venecia 1;401;18/06/2024;0;;;
Venecia 2;402;18/06/2024;0;;;
Tequendama ;412;18/06/2024;0;;;
Ukrania Venecia;414;18/06/2024;0;;;
Gertrudis ;503;18/06/2024;7;;;
Gertrudis - Porteria La Gertrudis;504;18/06/2024;5;;;
San Nicolas;505;18/06/2024;1;;;
San Nicolas;506;18/06/2024;5;;;
Valparaiso ;307;18/06/2024;0;;;
Valparaiso ;308;18/06/2024;0;;;
Ukrania Morillo;501;18/06/2024;0;;;
Peralonso El Mateo;403;18/06/2024;0;;;
Peralonso ;404;18/06/2024;0;;;
1/2 Luna Caseta Caida ;411;18/06/2024;0;;;
Peralonso Los Chivos;405;18/06/2024;0;;;
Normandia;406;18/06/2024;0;;;
Normandia - Duran;407;18/06/2024;0;;;
Normandia;408;18/06/2024;0;;;
Normandia - Estacion Drenaje;409;18/06/2024;0;;;
Morillo ;502;18/06/2024;7;;;
La Luisa 2;207;19/06/2024;8;;;
La Luisa 2;208;19/06/2024;3;;;
La Luisa 2;209;19/06/2024;10;;;
La Luisa 2;210;19/06/2024;12;;;
Zambrano;213;19/06/2024;5;;;
San Carlos;700;19/06/2024;10;;;
La Luisa 1;211;19/06/2024;9;;;
La Luisa 1;212;19/06/2024;16;;;
Lagunas ;214;19/06/2024;4;;;
Lagunas ;215;19/06/2024;7;;;
Paila Arriba;303;19/06/2024;7;;;
Riopaila La Ranchera;304;19/06/2024;5;;;
Riopaila La Pista;305;19/06/2024;17;;;
Riopaila Agricola;417;19/06/2024;8;;;
Mangos;701;19/06/2024;8;;;
Pluviometro Riopaila Agricola ;306;19/06/2024;7;;;
Venecia 1;401;19/06/2024;0;;;
Venecia 2;402;19/06/2024;2;;;
Tequendama ;412;19/06/2024;0;;;
Ukrania Venecia;414;19/06/2024;0;;;
Gertrudis ;503;19/06/2024;2;;;
Gertrudis - Porteria La Gertrudis;504;19/06/2024;5;;;
San Nicolas;505;19/06/2024;2;;;
San Nicolas;506;19/06/2024;3;;;
Valparaiso ;307;19/06/2024;0;;;
Valparaiso ;308;19/06/2024;0;;;
Ukrania Morillo;501;19/06/2024;0;;;
Peralonso El Mateo;403;19/06/2024;3;;;
Peralonso ;404;19/06/2024;1;;;
1/2 Luna Caseta Caida ;411;19/06/2024;0;;;
Peralonso Los Chivos;405;19/06/2024;1;;;
Normandia;406;19/06/2024;1;;;
Normandia - Duran;407;19/06/2024;1;;;
Normandia;408;19/06/2024;0;;;
Normandia - Estacion Drenaje;409;19/06/2024;8;;;
Morillo ;502;19/06/2024;3;;;
La Luisa 2;207;20/06/2024;4;;;
La Luisa 2;208;20/06/2024;3;;;
La Luisa 2;209;20/06/2024;5;;;
La Luisa 2;210;20/06/2024;5;;;
Zambrano;213;20/06/2024;3;;;
San Carlos;700;20/06/2024;8;;;
La Luisa 1;211;20/06/2024;6;;;
La Luisa 1;212;20/06/2024;5;;;
Lagunas ;214;20/06/2024;5;;;
Lagunas ;215;20/06/2024;5;;;
Paila Arriba;303;20/06/2024;3;;;
Riopaila La Ranchera;304;20/06/2024;5;;;
Riopaila La Pista;305;20/06/2024;2;;;
Riopaila Agricola;417;20/06/2024;5;;;
Mangos;701;20/06/2024;4;;;
Pluviometro Riopaila Agricola ;306;20/06/2024;4;;;
Venecia 1;401;20/06/2024;2;;;
Venecia 2;402;20/06/2024;2;;;
Tequendama ;412;20/06/2024;2;;;
Ukrania Venecia;414;20/06/2024;0;;;
Gertrudis ;503;20/06/2024;2;;;
Gertrudis - Porteria La Gertrudis;504;20/06/2024;4;;;
San Nicolas;505;20/06/2024;3;;;
San Nicolas;506;20/06/2024;2;;;
Valparaiso ;307;20/06/2024;2;;;
Valparaiso ;308;20/06/2024;3;;;
Ukrania Morillo;501;20/06/2024;3;;;
Peralonso El Mateo;403;20/06/2024;5;;;
Peralonso ;404;20/06/2024;3;;;
1/2 Luna Caseta Caida ;411;20/06/2024;2;;;
Peralonso Los Chivos;405;20/06/2024;4;;;
Normandia;406;20/06/2024;0;;;
Normandia - Duran;407;20/06/2024;3;;;
Normandia;408;20/06/2024;2;;;
Normandia - Estacion Drenaje;409;20/06/2024;1;;;
Morillo ;502;20/06/2024;3;;;
La Luisa 2;207;21/06/2024;24;;;
La Luisa 2;208;21/06/2024;24;;;
La Luisa 2;209;21/06/2024;15;;;
La Luisa 2;210;21/06/2024;10;;;
Zambrano;213;21/06/2024;27;;;
San Carlos;700;21/06/2024;24;;;
La Luisa 1;211;21/06/2024;10;;;
La Luisa 1;212;21/06/2024;6;;;
Lagunas ;214;21/06/2024;18;;;
Lagunas ;215;21/06/2024;24;;;
Paila Arriba;303;21/06/2024;3;;;
Riopaila La Ranchera;304;21/06/2024;12;;;
Riopaila La Pista;305;21/06/2024;7;;;
Riopaila Agricola;417;21/06/2024;4;;;
Mangos;701;21/06/2024;3;;;
Pluviometro Riopaila Agricola ;306;21/06/2024;0;;;
Venecia 1;401;21/06/2024;8;;;
Venecia 2;402;21/06/2024;17;;;
Tequendama ;412;21/06/2024;13;;;
Ukrania Venecia;414;21/06/2024;7;;;
Gertrudis ;503;21/06/2024;6;;;
Gertrudis - Porteria La Gertrudis;504;21/06/2024;8;;;
San Nicolas;505;21/06/2024;8;;;
San Nicolas;506;21/06/2024;13;;;
Valparaiso ;307;21/06/2024;4;;;
Valparaiso ;308;21/06/2024;10;;;
Ukrania Morillo;501;21/06/2024;4;;;
Peralonso El Mateo;403;21/06/2024;20;;;
Peralonso ;404;21/06/2024;25;;;
1/2 Luna Caseta Caida ;411;21/06/2024;44;;;
Peralonso Los Chivos;405;21/06/2024;20;;;
Normandia;406;21/06/2024;20;;;
Normandia - Duran;407;21/06/2024;10;;;
Normandia;408;21/06/2024;23;;;
Normandia - Estacion Drenaje;409;21/06/2024;23;;;
Morillo ;502;21/06/2024;8;;;
La Luisa 2;207;22/06/2024;10;;;
La Luisa 2;208;22/06/2024;7;;;
La Luisa 2;209;22/06/2024;8;;;
La Luisa 2;210;22/06/2024;10;;;
Zambrano;213;22/06/2024;10;;;
San Carlos;700;22/06/2024;15;;;
La Luisa 1;211;22/06/2024;12;;;
La Luisa 1;212;22/06/2024;26;;;
Lagunas ;214;22/06/2024;10;;;
Lagunas ;215;22/06/2024;10;;;
Paila Arriba;303;22/06/2024;33;;;
Riopaila La Ranchera;304;22/06/2024;10;;;
Riopaila La Pista;305;22/06/2024;15;;;
Riopaila Agricola;417;22/06/2024;28;;;
Mangos;701;22/06/2024;20;;;
Pluviometro Riopaila Agricola ;306;22/06/2024;0;;;
Venecia 1;401;22/06/2024;7;;;
Venecia 2;402;22/06/2024;7;;;
Tequendama ;412;22/06/2024;9;;;
Ukrania Venecia;414;22/06/2024;5;;;
Gertrudis ;503;22/06/2024;11;;;
Gertrudis - Porteria La Gertrudis;504;22/06/2024;20;;;
San Nicolas;505;22/06/2024;9;;;
San Nicolas;506;22/06/2024;12;;;
Valparaiso ;307;22/06/2024;2;;;
Valparaiso ;308;22/06/2024;2;;;
Ukrania Morillo;501;22/06/2024;2;;;
Peralonso El Mateo;403;22/06/2024;5;;;
Peralonso ;404;22/06/2024;5;;;
1/2 Luna Caseta Caida ;411;22/06/2024;0;;;
Peralonso Los Chivos;405;22/06/2024;6;;;
Normandia;406;22/06/2024;5;;;
Normandia - Duran;407;22/06/2024;9;;;
Normandia;408;22/06/2024;2;;;
Normandia - Estacion Drenaje;409;22/06/2024;5;;;
Morillo ;502;22/06/2024;17;;;
La Luisa 2;207;23/06/2024;15;;;
La Luisa 2;208;23/06/2024;17;;;
La Luisa 2;209;23/06/2024;14;;;
La Luisa 2;210;23/06/2024;14;;;
Zambrano;213;23/06/2024;10;;;
San Carlos;700;23/06/2024;15;;;
La Luisa 1;211;23/06/2024;5;;;
La Luisa 1;212;23/06/2024;2;;;
Lagunas ;214;23/06/2024;15;;;
Lagunas ;215;23/06/2024;6;;;
Paila Arriba;303;23/06/2024;1;;;
Riopaila La Ranchera;304;23/06/2024;19;;;
Riopaila La Pista;305;23/06/2024;16;;;
Riopaila Agricola;417;23/06/2024;7;;;
Mangos;701;23/06/2024;2;;;
Pluviometro Riopaila Agricola ;306;23/06/2024;27;;;
Venecia 1;401;23/06/2024;16;;;
Venecia 2;402;23/06/2024;24;;;
Tequendama ;412;23/06/2024;42;;;
Ukrania Venecia;414;23/06/2024;7;;;
Gertrudis ;503;23/06/2024;37;;;
Gertrudis - Porteria La Gertrudis;504;23/06/2024;20;;;
San Nicolas;505;23/06/2024;40;;;
San Nicolas;506;23/06/2024;48;;;
Valparaiso ;307;23/06/2024;2;;;
Valparaiso ;308;23/06/2024;2;;;
Ukrania Morillo;501;23/06/2024;3;;;
Peralonso El Mateo;403;23/06/2024;23;;;
Peralonso ;404;23/06/2024;24;;;
1/2 Luna Caseta Caida ;411;23/06/2024;19;;;
Peralonso Los Chivos;405;23/06/2024;20;;;
Normandia;406;23/06/2024;27;;;
Normandia - Duran;407;23/06/2024;26;;;
Normandia;408;23/06/2024;20;;;
Normandia - Estacion Drenaje;409;23/06/2024;30;;;
Morillo ;502;23/06/2024;36;;;
La Luisa 2;207;24/06/2024;0;;;
La Luisa 2;208;24/06/2024;0;;;
La Luisa 2;209;24/06/2024;0;;;
La Luisa 2;210;24/06/2024;0;;;
Zambrano;213;24/06/2024;0;;;
San Carlos;700;24/06/2024;0;;;
La Luisa 1;211;24/06/2024;0;;;
La Luisa 1;212;24/06/2024;0;;;
Lagunas ;214;24/06/2024;0;;;
Lagunas ;215;24/06/2024;0;;;
Paila Arriba;303;24/06/2024;0;;;
Riopaila La Ranchera;304;24/06/2024;0;;;
Riopaila La Pista;305;24/06/2024;0;;;
Riopaila Agricola;417;24/06/2024;0;;;
Mangos;701;24/06/2024;0;;;
Pluviometro Riopaila Agricola ;306;24/06/2024;0;;;
Venecia 1;401;24/06/2024;0;;;
Venecia 2;402;24/06/2024;0;;;
Tequendama ;412;24/06/2024;0;;;
Ukrania Venecia;414;24/06/2024;0;;;
Gertrudis ;503;24/06/2024;0;;;
Gertrudis - Porteria La Gertrudis;504;24/06/2024;0;;;
San Nicolas;505;24/06/2024;0;;;
San Nicolas;506;24/06/2024;0;;;
Valparaiso ;307;24/06/2024;0;;;
Valparaiso ;308;24/06/2024;0;;;
Ukrania Morillo;501;24/06/2024;0;;;
Peralonso El Mateo;403;24/06/2024;0;;;
Peralonso ;404;24/06/2024;0;;;
1/2 Luna Caseta Caida ;411;24/06/2024;0;;;
Peralonso Los Chivos;405;24/06/2024;0;;;
Normandia;406;24/06/2024;0;;;
Normandia - Duran;407;24/06/2024;0;;;
Normandia;408;24/06/2024;0;;;
Normandia - Estacion Drenaje;409;24/06/2024;0;;;
Morillo ;502;24/06/2024;0;;;
La Luisa 2;207;25/06/2024;12;;;
La Luisa 2;208;25/06/2024;3;;;
La Luisa 2;209;25/06/2024;8;;;
La Luisa 2;210;25/06/2024;10;;;
Zambrano;213;25/06/2024;5;;;
San Carlos;700;25/06/2024;8;;;
La Luisa 1;211;25/06/2024;10;;;
La Luisa 1;212;25/06/2024;24;;;
Lagunas ;214;25/06/2024;9;;;
Lagunas ;215;25/06/2024;9;;;
Paila Arriba;303;25/06/2024;2;;;
Riopaila La Ranchera;304;25/06/2024;15;;;
Riopaila La Pista;305;25/06/2024;19;;;
Riopaila Agricola;417;25/06/2024;24;;;
Mangos;701;25/06/2024;2;;;
Pluviometro Riopaila Agricola ;306;25/06/2024;0;;;
Venecia 1;401;25/06/2024;0;;;
Venecia 2;402;25/06/2024;0;;;
Tequendama ;412;25/06/2024;0;;;
Ukrania Venecia;414;25/06/2024;0;;;
Gertrudis ;503;25/06/2024;0;;;
Gertrudis - Porteria La Gertrudis;504;25/06/2024;0;;;
San Nicolas;505;25/06/2024;0;;;
San Nicolas;506;25/06/2024;0;;;
Valparaiso ;307;25/06/2024;0;;;
Valparaiso ;308;25/06/2024;0;;;
Ukrania Morillo;501;25/06/2024;0;;;
Peralonso El Mateo;403;25/06/2024;7;;;
Peralonso ;404;25/06/2024;3;;;
1/2 Luna Caseta Caida ;411;25/06/2024;0;;;
Peralonso Los Chivos;405;25/06/2024;5;;;
Normandia;406;25/06/2024;0;;;
Normandia - Duran;407;25/06/2024;0;;;
Normandia;408;25/06/2024;0;;;
Normandia - Estacion Drenaje;409;25/06/2024;0;;;
Morillo ;502;25/06/2024;0;;;
La Luisa 2;207;26/06/2024;0;;;
La Luisa 2;208;26/06/2024;0;;;
La Luisa 2;209;26/06/2024;0;;;
La Luisa 2;210;26/06/2024;0;;;
Zambrano;213;26/06/2024;0;;;
San Carlos;700;26/06/2024;0;;;
La Luisa 1;211;26/06/2024;0;;;
La Luisa 1;212;26/06/2024;0;;;
Lagunas ;214;26/06/2024;0;;;
Lagunas ;215;26/06/2024;0;;;
Paila Arriba;303;26/06/2024;0;;;
Riopaila La Ranchera;304;26/06/2024;0;;;
Riopaila La Pista;305;26/06/2024;0;;;
Riopaila Agricola;417;26/06/2024;0;;;
Mangos;701;26/06/2024;0;;;
Pluviometro Riopaila Agricola ;306;26/06/2024;0;;;
Venecia 1;401;26/06/2024;0;;;
Venecia 2;402;26/06/2024;0;;;
Tequendama ;412;26/06/2024;0;;;
Ukrania Venecia;414;26/06/2024;0;;;
Gertrudis ;503;26/06/2024;0;;;
Gertrudis - Porteria La Gertrudis;504;26/06/2024;0;;;
San Nicolas;505;26/06/2024;0;;;
San Nicolas;506;26/06/2024;0;;;
Valparaiso ;307;26/06/2024;0;;;
Valparaiso ;308;26/06/2024;0;;;
Ukrania Morillo;501;26/06/2024;0;;;
Peralonso El Mateo;403;26/06/2024;0;;;
Peralonso ;404;26/06/2024;0;;;
1/2 Luna Caseta Caida ;411;26/06/2024;0;;;
Peralonso Los Chivos;405;26/06/2024;0;;;
Normandia;406;26/06/2024;0;;;
Normandia - Duran;407;26/06/2024;0;;;
Normandia;408;26/06/2024;0;;;
Normandia - Estacion Drenaje;409;26/06/2024;0;;;
Morillo ;502;26/06/2024;0;;;
La Luisa 2;207;27/06/2024;10;;;
La Luisa 2;208;27/06/2024;12;;;
La Luisa 2;209;27/06/2024;12;;;
La Luisa 2;210;27/06/2024;14;;;
Zambrano;213;27/06/2024;8;;;
San Carlos;700;27/06/2024;10;;;
La Luisa 1;211;27/06/2024;10;;;
La Luisa 1;212;27/06/2024;15;;;
Lagunas ;214;27/06/2024;12;;;
Lagunas ;215;27/06/2024;15;;;
Paila Arriba;303;27/06/2024;13;;;
Riopaila La Ranchera;304;27/06/2024;17;;;
Riopaila La Pista;305;27/06/2024;19;;;
Riopaila Agricola;417;27/06/2024;20;;;
Mangos;701;27/06/2024;15;;;
Pluviometro Riopaila Agricola ;306;27/06/2024;21;;;
Venecia 1;401;27/06/2024;12;;;
Venecia 2;402;27/06/2024;11;;;
Tequendama ;412;27/06/2024;5;;;
Ukrania Venecia;414;27/06/2024;10;;;
Gertrudis ;503;27/06/2024;10;;;
Gertrudis - Porteria La Gertrudis;504;27/06/2024;18;;;
San Nicolas;505;27/06/2024;10;;;
San Nicolas;506;27/06/2024;12;;;
Valparaiso ;307;27/06/2024;13;;;
Valparaiso ;308;27/06/2024;15;;;
Ukrania Morillo;501;27/06/2024;15;;;
Peralonso El Mateo;403;27/06/2024;20;;;
